کدمحصول,عنوان,لایه درخت,نوع
2930412439,چراغ روشنایی خورشیدی,5,برگ
2930312441,انواع کلکتور حرارتی خورشیدی,4,شاخه
2930412442,کلکتور حرارتی خورشیدی صفحه ای صاف,5,برگ
2930412443,کلکتور حرارتی خورشیدی لوله ای تحت خلاء,5,برگ
2930412444,کلکتور حرارتی خورشیدی سهموی,5,برگ
2930312446,قطعات وسایل خانگی طبقه بندی نشده در جای دیگر,4,شاخه
2930412455,انواع مقاومت های گرم کننده الکتریکی,5,برگ
2930412461,انواع سرشعله اجاق گاز,5,برگ
2930412463,وزنه تعادل ماشین لباس شویی,5,برگ
2930412467,جوجه گردان اجاق گاز خانگی,5,برگ
2930412469,مشعل بخاری گازسوز خانگی,5,برگ
2930412470,مشعل آب گرمکن گازسوز خانگی,5,برگ
2930412475,بدنه یخچال فریز خانگی,5,برگ
2930412481,مشعل پکیج گازسوز خانگی,5,برگ
2930412482,منیفولد مشعل (برنر) پکیج شوفاژ دیواری,5,برگ
2930412484,منبع انبساط پکیج گرمایشی,5,برگ
2930412485,مخزن آبگرمکن ایستاده,5,برگ
30,ساخت ماشین آلات دفتری، حسابداری و محاسباتی,2,شاخه
3000,ساخت ماشین آلات دفتری، حسابداری و محاسباتی,3,شاخه
3000312301,ماشین آلات دفتری، اداری و حسابداری,4,شاخه
3000412302,انواع ماشین های حسابداری و صندوق داری,5,شاخه
3000512303,اسکناس شمار,6,برگ
3000512304,دستگاه تشخیص اسکناس,6,برگ
3000512305,دستگاه تشخیص چک,6,برگ
3000512306,دستگاه نوشتن چک,6,برگ
3000512307,سکه شمار,6,برگ
3000512308,صندوق فروشگاهی دیجیتالی,6,برگ
3000512309,پرفراژ دیجیتالی,6,برگ
3000512442,دستگاه درجه بندی اسکناس,6,برگ
3000512494,میز صندوق فروشگاهی نقاله دار,6,برگ
3000412310,انواع ماشین حساب,5,شاخه
3000512311,ماشین حساب غیرمهندسی جیبی,6,برگ
3000512312,ماشین حساب غیرمهندسی رومیزی,6,برگ
3000512313,ماشین حساب نواری (ماشین حساب دارای چاپگر),6,برگ
3000512314,ماشین حساب مهندسی با قابلیت برنامه نویسی,6,برگ
3000512315,ماشین حساب مهندسی بدون قابلیت برنامه نویسی,6,برگ
3000412316,انواع ماشین تحریر,5,شاخه
3000512317,ماشین تحریر برقی,6,برگ
3000412318,انواع دستگاه چاپ، تکثیر و نسخه برداری,5,شاخه
3000512319,دستگاه چاپ افست,6,برگ
3000512320,دستگاه چاپ اوزالید,6,برگ
3000512321,فتوکپی دیجیتال تک رنگ,6,برگ
3000512322,فتوکپی دیجیتال رنگی,6,برگ
3000512323,انواع پلاتر,6,برگ
3000412324,سایر ماشین آلات دفتری، اداری و حسابداری,5,شاخه
3000512325,ماشین های صحافی,6,برگ
3000512326,پانچ کاغذ,6,برگ
3000512327,ماشین منگنه (اداری),6,برگ
3000512328,منگنه جداکن,6,برگ
3000512329,تراش رومیزی,6,برگ
3000512330,تراش جیبی,6,برگ
3000512331,سورتر کاغذ,6,برگ
3000512332,دستگاه پلمپ اداری,6,برگ
3000512333,دستگاه برش کاغذ (اداری),6,برگ
3000512334,دستگاه تاکردن اداری,6,برگ
3000512335,دستگاه تاریخ زن,6,برگ
3000512336,دستگاه تمبرزن,6,برگ
3000512337,دستگاه چسباندن نامه و مرسولات,6,برگ
3000512338,دستگاه مهرزن,6,برگ
3000512339,کاغذ خردکن,6,برگ
3000512340,پرفراژ دستی,6,برگ
3000512341,جاچسبی,6,برگ
3000512495,جا قلمی رومیزی,6,برگ
3000412456,انواع کارتریج دستگاه کپی,5,شاخه
3000512457,کارتریج تونر MCIR,6,برگ
3000512458,کارتریج تونر دستگاه کپی,6,برگ
3000312342,انواع رایانه,4,شاخه
3000412343,سرور,5,برگ
3000412344,رایانه مین فریم,5,برگ
3000412345,ورک استیشن,5,برگ
3000412346,تین کلاینت,5,برگ
3000412347,ابررایانه,5,برگ
3000412348,انواع رایانه شخصی,5,شاخه
3000512349,رایانه رومیزی,6,برگ
3000512350,پنل پی سی,6,برگ
3000512351,مینی رایانه,6,برگ
3000412352,انواع رایانه قابل حمل به جز لپ تاپ,5,شاخه
3000512356,تبلت,6,برگ
3000512357,PDA,6,برگ
3000512358,PALM (hand held),6,برگ
3000512449,یادداشت الکترونیکی بریل ویژه نابینایان,6,برگ
3000512475,رایانه قابل حمل صنعتی,6,برگ
3000412443,رایانه صنعتی,5,برگ
3000412473,انواع لپ تاپ,5,شاخه
3000512353,لپ تاپ,6,برگ
3000512354,نوت بوک,6,برگ
3000512355,نت بوک,6,برگ
3000512448,رایانه بریل ویژه نابینایان,5,برگ
3000612523,سیستم ایستگاهی NTP,5,برگ
3000612524,سرور زمان NTP,5,برگ
3000312359,لوازم و تجهیزات جانبی رایانه,4,شاخه
3000412360,پردازنده رایانه,5,برگ
3000412362,بدنه رایانه شخصی,5,برگ
3000412363,دستگاه خش گیر لوح فشرده,5,برگ
3000412364,فلاپی خوان,5,برگ
3000412365,رم ریدر (کارت حافظه خوان),5,برگ
3000412366,انواع نمایشگر,5,شاخه
3000512367,نمایشگر لامپی,6,برگ
3000512368,نمایشگر LCD,6,برگ
3000512369,نمایشگر LED,6,برگ
3000512370,مانیتور TV,6,برگ
3000512371,قاب عکس دیجیتال MCIR,6,برگ
3000512372,برد هوشمند (تابلو لمسی),6,برگ
3000512373,کپی برد,6,برگ
3000512450,نمایشگر لمسی بریل ویژه نابینایان,6,برگ
3000512476,انواع نمایشگر صنعتی,6,برگ
3000512479,ویدیو وال,6,برگ
3000512489,مانیتور تاشو اداری,6,برگ
3000512492,صفحه نمایش تلفن همراه,6,برگ
3000512493,نمایشگر تعاملی لمسی,6,برگ
3000612520,متن نما,6,برگ
3000612521,صفحات نمایشگر شفاف,6,برگ
3000612522,درشتنمای دیجیتال ویژه کم بینایان,6,برگ
3000612525,نمایشگر پزشکی,6,شاخه
3000612526,نمایشگر تشخیص پزشکی,7,برگ
3000612527,نمایشگر جراحی/آندوسکوپی,7,برگ
3000412374,اشاره گرهای رایانه,5,شاخه
3000512361,انواع اشاره گر لمسی رایانه,6,برگ
3000512375,انواع موس,6,شاخه
3000612376,موس اپتیک بی سیم RF,7,برگ
3000612377,موس اپتیک بی سیم بلوتوس,7,برگ
3000612378,موس اپتیک باسیم,7,برگ
3000612379,موس لیزر بی سیم RF,7,برگ
3000612380,موس لیزر بی سیم بلوتوس,7,برگ
3000612381,موس لیزر باسیم,7,برگ
3000412382,بانک نگهداری رسانه های ضبط شده,5,شاخه
3000412385,تجهیزات ویژه بازی,5,شاخه
3000512386,دسته بازی بی سیم,6,برگ
3000512387,دسته بازی باسیم,6,برگ
3000512388,کلاه شبیه ساز ویژه بازی رایانه ای,6,برگ
3000412389,انواع صفحه کلید,5,شاخه
3000512390,صفحه کلید بی سیم RF,6,برگ
3000512391,صفحه کلید بی سیم بلوتوس,6,برگ
3000512392,صفحه کلید با سیم,6,برگ
3000412393,انواع دیسک خوان رایانه,5,شاخه
3000512394,سی دی رام,6,برگ
3000512395,دی وی دی رام,6,برگ
3000512396,درایور بلوری,6,برگ
3000412397,انواع رایتر,5,شاخه
3000512398,رایتر سی دی با قابلیت حکاکی پشت آن,6,برگ
3000512399,رایتر سی دی بدون قابلیت حکاکی پشت آن,6,برگ
3000512400,رایتر دی وی دی با قابلیت حکاکی پشت آن,6,برگ
3000512401,رایتر دی وی دی بدون قابلیت حکاکی پشت آن,6,برگ
3000512402,رایترکومبو,6,برگ
3000512403,رایتر بلوری با قابلیت حکاکی پشت آن,6,برگ
3000512404,رایتر بلوری بدون قابلیت حکاکی پشت آن,6,برگ
3000412405,انواع مودم,5,شاخه
3000512406,مودم داخلی بی سیم,6,برگ
3000512407,مودم داخلی با سیم,6,برگ
3000512408,مودم خارجی بی سیم (ADSL Modem),6,برگ
3000512409,مودم خارجی با سیم (ADSL Modem),6,برگ
3000512480,مودم سیم کارت خور,6,برگ
3000512505,رادیو مودم صنعتی,6,برگ
3000512509,مودم CAT4,6,شاخه
3000612511,مودم TD_FD (CAT4),7,برگ
3000612512,مودم (CAT4) FD,7,برگ
3000612513,مودم (CAT4) TD,7,برگ
3000512510,مودم CAT6,6,شاخه
3000612514,مودم (CAT6) TD_FD,7,برگ
3000612515,مودم (CAT6) FD,7,برگ
3000612516,مودم (CAT6) TD,7,برگ
3000412410,انواع دستگاه چند منظوره,5,شاخه
3000512411,دستگاه 2کاره (کپی و فکس),6,برگ
3000512412,دستگاه 3کاره (کپی، اسکن و پرینت),6,برگ
3000512413,دستگاه 4کاره (کپی، اسکن، پرینت و فکس),6,برگ
3000412414,انواع اسکنر اسناد,5,شاخه
3000512415,اسکنر برگه خور اسناد,6,برگ
3000512416,اسکنر خوابیده اسناد,6,برگ
3000512501,اسکنر کتاب,6,برگ
3000512508,اسکنر چک,6,برگ
3000412417,انواع چاپگر,5,شاخه
3000512418,چاپگر سوزنی,6,برگ
3000512419,چاپگر حرارتی,6,برگ
3000512420,چاپگر لیزری,6,برگ
3000512421,چاپگر روی اشیا,6,برگ
3000512422,چاپگر جوهر افشان (بدون قابلیت چاپ بر روی لوح فشرده),6,برگ
3000512423,چاپگر جوهر افشان با قابلیت چاپ روی لوح فشرده,6,برگ
3000512446,چاپگر سه بعدی,6,برگ
3000512447,چاپگر خطی,6,برگ
3000512451,چاپگر بریل یک رو ویژه نابینایان,6,برگ
3000512467,چاپگر بریل دو رو ویژه نابینایان,6,برگ
3000512488,چاپگر مدارک شناسایی (شناسنامه، گذرنامه و...),6,برگ
3000512506,چاپگر جوهر افشان مدار نرم الکترونیکی,6,برگ
3000512507,چاپگر دسته چک,6,برگ
3000412452,انواع تجهیزات ذخیره سازی,5,شاخه
3000512453,انواع تجهیزات ذخیره سازی اطلاعات تحت شبکه,6,شاخه
3000612454,ذخیره کننده تحت شبکه SAN,7,برگ
3000612455,ذخیره کننده تحت شبکه NAS,7,برگ
3000612465,ذخیره کننده تحت شبکه EMS,7,برگ
3000512469,وسایل ذخیره سازی و انتقال اطلاعات,6,شاخه
3000612470,حافظه فلش,7,برگ
3000612471,هارد دیسک خارجی,7,برگ
3000612472,هارد دیسک داخلی,7,برگ
3000612497,کارت حافظه CF,7,برگ
3000612498,کارت حافظه Micro SD,7,برگ
3000612499,کارت حافظه SD,7,برگ
3000612504,کیف پول سخت افزاری ارزهای دیجیتال,7,برگ
3000612517,دستگاه پشتیبان گیری انواع هارد دیسک,7,برگ
3000612518,دستگاه پشتیبان گیری انواع هارد دیسک,7,برگ
3001600002,حافظه فلش,7,برگ
3001600003,هارد دیسک خارجی,7,برگ
3001600004,هارد دیسک داخلی,7,برگ
3000412459,انواع کارتریج چاپگر,5,شاخه
3000512460,کارتریج رنگی لیزری,6,برگ
3000512461,کارتریج سیاه سفید لیزری,6,برگ
3000512462,کارتریج رنگی ریبون جوهری,6,برگ
3000512463,کارتریج سیاه سفید ریبون جوهری,6,برگ
3000512464,کارتریج حرارتی,6,برگ
3000412468,قفل سخت افزاری,5,برگ
3000412481,پورت یو اس بی (USB),5,برگ
3000412482,قطعات چاپگر,5,شاخه
3000512483,غلتک درام کارتریج چاپگر,6,برگ
3000512484,غلتک PCR کارتریج چاپگر,6,برگ
3000512485,مگنت رولر کارتریج چاپگر,6,برگ
3000512486,تیغه تمیز کننده کارتریج چاپگر,6,برگ
3000512502,فیوزر چاپگر,6,برگ
3000412491,پرزنتر بی سیم (قلم پاورپوینت),5,برگ
3000412496,فن تجهیزات رایانه ای,5,برگ
3000412500,صفحه خنک کننده لپ تاپ,5,برگ
3000612519,ساخت دستگاه اسکنر رادیو گرافی دیجیتالی صنعتی,5,برگ
